"","Gemeindekennziffer","Name der Gemeinde","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",9161000,"Ingolstadt",131002,0.278633,1,1,1
"2",9162000,"München, Landeshauptstadt",1429584,0.110107,1,1,1
"3",9163000,"Rosenheim",60889,0.400519,2,3,2
"4",9171111,"Altötting, Stadt",12633,0.478931,3,6,2
"5",9171112,"Burghausen, Stadt",17824,0.417004,2,4,2
"6",9171113,"Burgkirchen a.d.Alz",10202,0.448825,3,5,2
"7",9171114,"Emmerting",4098,0.382212,1,2,1
"8",9171115,"Erlbach",1174,0.431884,2,4,2
"9",9171116,"Feichten a.d.Alz",1197,0.43241,2,4,2
"10",9171117,"Garching a.d.Alz",8494,0.454788,3,5,2
"11",9171118,"Haiming",2443,0.39646,2,3,2
"12",9171119,"Halsbach",961,0.43241,2,4,2
"13",9171121,"Kastl",2678,0.440002,3,5,2
"14",9171122,"Kirchweidach",2283,0.43241,2,4,2
"15",9171123,"Marktl, Markt",2665,0.404388,2,3,2
"16",9171124,"Mehring",2328,0.382212,1,2,1
"17",9171125,"Neuötting, Stadt",8471,0.485904,3,6,2
"18",9171126,"Perach",1255,0.431884,2,4,2
"19",9171127,"Pleiskirchen",2390,0.454086,3,5,2
"20",9171129,"Reischach",2544,0.431884,2,4,2
"21",9171130,"Stammham",991,0.404388,2,3,2
"22",9171131,"Teising",1902,0.455257,3,5,2
"23",9171132,"Töging a.Inn, Stadt",9124,0.462312,3,5,2
"24",9171133,"Tüßling, Markt",3241,0.443277,3,5,2
"25",9171134,"Tyrlaching",945,0.43241,2,4,2
"26",9171135,"Unterneukirchen",2957,0.440002,3,5,2
"27",9171137,"Winhöring",4665,0.417535,2,4,2
"28",9172111,"Ainring",9634,0.556758,5,9,3
"29",9172112,"Anger",4444,0.543378,5,9,3
"30",9172114,"Bad Reichenhall, GKSt",17327,0.563934,5,9,3
"31",9172115,"Bayerisch Gmain",3045,0.565976,5,9,3
"32",9172116,"Berchtesgaden, Markt",7781,0.528805,4,8,2
"33",9172117,"Bischofswiesen",7520,0.567786,5,9,3
"34",9172118,"Freilassing, Stadt",16194,0.561859,5,9,3
"35",9172122,"Laufen, Stadt",6852,0.571419,5,10,3
"36",9172124,"Marktschellenberg, Markt",1750,0.548488,5,9,3
"37",9172128,"Piding",5328,0.543626,5,9,3
"38",9172129,"Ramsau b.Berchtesgaden",1742,0.562655,5,9,3
"39",9172130,"Saaldorf-Surheim",5360,0.533979,4,8,2
"40",9172131,"Schneizlreuth",1327,0.55913,5,9,3
"41",9172132,"Schönau a.Königssee",5423,0.55265,5,9,3
"42",9172134,"Teisendorf, Markt",9249,0.531066,4,8,2
"43",9173111,"Bad Heilbrunn",3802,0.347392,1,2,1
"44",9173112,"Bad Tölz, Stadt",18185,0.354792,1,2,1
"45",9173113,"Benediktbeuern",3563,0.343167,1,1,1
"46",9173115,"Bichl",2107,0.343167,1,1,1
"47",9173118,"Dietramszell",5370,0.346195,1,2,1
"48",9173120,"Egling",5400,0.339589,1,1,1
"49",9173123,"Eurasburg",4277,0.327687,1,1,1
"50",9173124,"Gaißach",3061,0.357165,1,2,1
"51",9173126,"Geretsried, Stadt",24069,0.318103,1,1,1
"52",9173127,"Greiling",1438,0.340846,1,1,1
"53",9173130,"Icking",3714,0.332902,1,1,1
"54",9173131,"Jachenau",841,0.396043,2,3,2
"55",9173133,"Kochel a.See",3998,0.367761,1,2,1
"56",9173134,"Königsdorf",3006,0.311635,1,1,1
"57",9173135,"Lenggries",9835,0.366073,1,2,1
"58",9173137,"Münsing",4230,0.342097,1,1,1
"59",9173140,"Reichersbeuern",2309,0.340846,1,1,1
"60",9173141,"Sachsenkam",1297,0.340846,1,1,1
"61",9173142,"Schlehdorf",1223,0.367761,1,2,1
"62",9173145,"Wackersberg",3493,0.402758,2,3,2
"63",9173147,"Wolfratshausen, Stadt",18122,0.303372,1,1,1
"64",9174111,"Altomünster, Markt",7678,0.376919,1,2,1
"65",9174113,"Bergkirchen",7705,0.331144,1,1,1
"66",9174115,"Dachau, GKSt",45985,0.320264,1,1,1
"67",9174118,"Erdweg",5792,0.359468,1,2,1
"68",9174121,"Haimhausen",5237,0.311096,1,1,1
"69",9174122,"Hebertshausen",5424,0.325642,1,1,1
"70",9174126,"Karlsfeld",19321,0.300594,1,1,1
"71",9174131,"Markt Indersdorf, Markt",9793,0.320179,1,1,1
"72",9174135,"Odelzhausen",4724,0.338921,1,1,1
"73",9174136,"Petershausen",6286,0.321016,1,1,1
"74",9174137,"Pfaffenhofen a.d.Glonn",1998,0.338921,1,1,1
"75",9174141,"Röhrmoos",6267,0.362472,1,2,1
"76",9174143,"Schwabhausen",6318,0.32659,1,1,1
"77",9174146,"Sulzemoos",2682,0.338921,1,1,1
"78",9174147,"Hilgertshausen-Tandern",3266,0.372724,1,2,1
"79",9174150,"Vierkirchen",4485,0.341062,1,1,1
"80",9174151,"Weichs",3318,0.328899,1,1,1
"81",9175111,"Anzing",4020,0.148927,1,1,1
"82",9175112,"Aßling",4389,0.210252,1,1,1
"83",9175113,"Baiern",1409,0.174884,1,1,1
"84",9175114,"Bruck",1222,0.174884,1,1,1
"85",9175115,"Ebersberg, Stadt",11625,0.177172,1,1,1
"86",9175116,"Egmating",2283,0.174884,1,1,1
"87",9175118,"Forstinning",3649,0.157679,1,1,1
"88",9175119,"Frauenneuharting",1504,0.210252,1,1,1
"89",9175121,"Glonn, Markt",4964,0.174884,1,1,1
"90",9175122,"Grafing b.München, Stadt",13369,0.176773,1,1,1
"91",9175123,"Hohenlinden",3046,0.167427,1,1,1
"92",9175124,"Kirchseeon, Markt",10054,0.165693,1,1,1
"93",9175127,"Markt Schwaben, Markt",12884,0.141439,1,1,1
"94",9175128,"Moosach",1539,0.174884,1,1,1
"95",9175131,"Oberpframmern",2369,0.174884,1,1,1
"96",9175132,"Vaterstetten",22272,0.148335,1,1,1
"97",9175133,"Pliening",5293,0.166817,1,1,1
"98",9175135,"Poing",14449,0.122893,1,1,1
"99",9175136,"Emmering",1501,0.210252,1,1,1
"100",9175137,"Steinhöring",4003,0.200503,1,1,1
"101",9175139,"Zorneding",9029,0.113618,1,1,1
"102",9176111,"Adelschlag",2957,0.304134,1,1,1
"103",9176112,"Altmannstein, Markt",6848,0.341944,1,1,1
"104",9176114,"Beilngries, Stadt",8983,0.334622,1,1,1
"105",9176116,"Böhmfeld",1640,0.2987,1,1,1
"106",9176118,"Buxheim",3593,0.307526,1,1,1
"107",9176120,"Denkendorf",4621,0.32016,1,1,1
"108",9176121,"Dollnstein, Markt",2752,0.344623,1,2,1
"109",9176122,"Egweil",1155,0.304134,1,1,1
"110",9176123,"Eichstätt, GKSt",13300,0.355767,1,2,1
"111",9176124,"Eitensheim",2953,0.2987,1,1,1
"112",9176126,"Gaimersheim, Markt",11534,0.282197,1,1,1
"113",9176129,"Großmehring",6573,0.314524,1,1,1
"114",9176131,"Hepberg",2736,0.289571,1,1,1
"115",9176132,"Hitzhofen",2846,0.294538,1,1,1
"116",9176137,"Kinding, Markt",2558,0.305404,1,1,1
"117",9176138,"Kipfenberg, Markt",5638,0.316866,1,1,1
"118",9176139,"Kösching, Markt",9326,0.315183,1,1,1
"119",9176143,"Lenting",4813,0.304494,1,1,1
"120",9176147,"Mindelstetten",1652,0.311553,1,1,1
"121",9176148,"Mörnsheim, Markt",1537,0.374705,1,2,1
"122",9176149,"Nassenfels, Markt",2033,0.304134,1,1,1
"123",9176150,"Oberdolling",1267,0.311553,1,1,1
"124",9176153,"Pförring, Markt",3600,0.311553,1,1,1
"125",9176155,"Pollenfeld",2824,0.331272,1,1,1
"126",9176160,"Schernfeld",3122,0.331272,1,1,1
"127",9176161,"Stammham",3860,0.305288,1,1,1
"128",9176164,"Titting, Markt",2624,0.33186,1,1,1
"129",9176165,"Walting",2316,0.331272,1,1,1
"130",9176166,"Wellheim, Markt",2693,0.325761,1,1,1
"131",9176167,"Wettstetten",4835,0.269199,1,1,1
"132",9177112,"Berglern",2717,0.361845,1,2,1
"133",9177113,"Bockhorn",3680,0.380105,1,2,1
"134",9177114,"Buch a.Buchrain",1484,0.361346,1,2,1
"135",9177115,"Dorfen, Stadt",14171,0.399557,2,3,2
"136",9177116,"Eitting",2618,0.373566,1,2,1
"137",9177117,"Erding, GKSt",35756,0.367948,1,2,1
"138",9177118,"Finsing",4337,0.344558,1,1,1
"139",9177119,"Forstern",3491,0.365476,1,2,1
"140",9177120,"Fraunberg",3509,0.378202,1,2,1
"141",9177121,"Hohenpolding",1469,0.383603,1,2,1
"142",9177122,"Inning a.Holz",1480,0.383603,1,2,1
"143",9177123,"Isen, Markt",5629,0.373369,1,2,1
"144",9177124,"Kirchberg",969,0.383603,1,2,1
"145",9177126,"Langenpreising",2695,0.361845,1,2,1
"146",9177127,"Lengdorf",2705,0.387854,1,2,1
"147",9177130,"Moosinning",5555,0.363332,1,2,1
"148",9177131,"Neuching",2474,0.356855,1,2,1
"149",9177133,"Oberding",5975,0.373566,1,2,1
"150",9177134,"Ottenhofen",1931,0.356855,1,2,1
"151",9177135,"Pastetten",2571,0.361346,1,2,1
"152",9177137,"Sankt Wolfgang",4404,0.411732,2,3,2
"153",9177138,"Steinkirchen",1203,0.383603,1,2,1
"154",9177139,"Taufkirchen (Vils)",9566,0.383603,1,2,1
"155",9177142,"Walpertskirchen",2086,0.362723,1,2,1
"156",9177143,"Wartenberg, Markt",5009,0.361845,1,2,1
"157",9177144,"Wörth",4355,0.362723,1,2,1
"158",9178113,"Allershausen",5537,0.302461,1,1,1
"159",9178115,"Attenkirchen",2621,0.309505,1,1,1
"160",9178116,"Au i.d.Hallertau, Markt",5773,0.335959,1,1,1
"161",9178120,"Eching",13403,0.261391,1,1,1
"162",9178122,"Rudelzhausen",3265,0.326166,1,1,1
"163",9178123,"Fahrenzhausen",4727,0.297111,1,1,1
"164",9178124,"Freising, GKSt",45857,0.305145,1,1,1
"165",9178125,"Gammelsdorf",1407,0.337465,1,1,1
"166",9178129,"Haag a.d.Amper",2886,0.309505,1,1,1
"167",9178130,"Hallbergmoos",10364,0.298992,1,1,1
"168",9178132,"Hörgertshausen",1881,0.337465,1,1,1
"169",9178133,"Hohenkammer",2382,0.287044,1,1,1
"170",9178136,"Kirchdorf a.d.Amper",3002,0.310341,1,1,1
"171",9178137,"Kranzberg",4074,0.30393,1,1,1
"172",9178138,"Langenbach",3886,0.290699,1,1,1
"173",9178140,"Marzling",3142,0.310249,1,1,1
"174",9178142,"Mauern",3013,0.337465,1,1,1
"175",9178143,"Moosburg a.d.Isar, Stadt",17654,0.330996,1,1,1
"176",9178144,"Nandlstadt, Markt",5097,0.343345,1,1,1
"177",9178145,"Neufahrn b.Freising",19216,0.285209,1,1,1
"178",9178150,"Paunzhausen",1543,0.302461,1,1,1
"179",9178155,"Wang",2472,0.337465,1,1,1
"180",9178156,"Wolfersdorf",2497,0.309505,1,1,1
"181",9178157,"Zolling",4658,0.309505,1,1,1
"182",9179111,"Adelshofen",1612,0.272023,1,1,1
"183",9179113,"Alling",3664,0.239486,1,1,1
"184",9179114,"Althegnenberg",1908,0.272023,1,1,1
"185",9179117,"Egenhofen",3316,0.292442,1,1,1
"186",9179118,"Eichenau",11744,0.242274,1,1,1
"187",9179119,"Emmering",6623,0.238479,1,1,1
"188",9179121,"Fürstenfeldbruck, GKSt",35163,0.260401,1,1,1
"189",9179123,"Germering, GKSt",38670,0.208622,1,1,1
"190",9179125,"Grafrath",3734,0.265126,1,1,1
"191",9179126,"Gröbenzell",19727,0.221718,1,1,1
"192",9179128,"Hattenhofen",1480,0.272023,1,1,1
"193",9179130,"Jesenwang",1503,0.272023,1,1,1
"194",9179131,"Kottgeisering",1585,0.265126,1,1,1
"195",9179132,"Landsberied",1464,0.272023,1,1,1
"196",9179134,"Maisach",13413,0.247268,1,1,1
"197",9179136,"Mammendorf",4738,0.272023,1,1,1
"198",9179137,"Mittelstetten",1672,0.272023,1,1,1
"199",9179138,"Moorenweis",3932,0.268696,1,1,1
"200",9179140,"Oberschweinbach",1682,0.272023,1,1,1
"201",9179142,"Olching, Stadt",26357,0.226051,1,1,1
"202",9179145,"Puchheim, Stadt",20680,0.216586,1,1,1
"203",9179147,"Schöngeising",1886,0.265126,1,1,1
"204",9179149,"Türkenfeld",3725,0.278591,1,1,1
"205",9180112,"Bad Kohlgrub",2599,0.500421,4,7,2
"206",9180113,"Bad Bayersoien",1127,0.47325,3,6,2
"207",9180114,"Eschenlohe",1563,0.433617,3,5,2
"208",9180115,"Ettal",789,0.469721,3,6,2
"209",9180116,"Farchant",3624,0.423041,2,4,2
"210",9180117,"Garmisch-Partenkirchen, Markt",26319,0.439078,3,5,2
"211",9180118,"Grainau",3462,0.446368,3,5,2
"212",9180119,"Großweil",1450,0.433617,3,5,2
"213",9180122,"Krün",1879,0.474681,3,6,2
"214",9180123,"Mittenwald, Markt",7325,0.473857,3,6,2
"215",9180124,"Murnau a.Staffelsee, Markt",11882,0.42868,2,4,2
"216",9180125,"Oberammergau",5122,0.470366,3,6,2
"217",9180126,"Oberau",3111,0.460974,3,5,2
"218",9180127,"Ohlstadt",3254,0.433617,3,5,2
"219",9180128,"Riegsee",1181,0.484713,3,6,2
"220",9180129,"Saulgrub",1609,0.47325,3,6,2
"221",9180131,"Schwaigen",586,0.433617,3,5,2
"222",9180132,"Seehausen a.Staffelsee",2385,0.484713,3,6,2
"223",9180133,"Spatzenhausen",734,0.484713,3,6,2
"224",9180134,"Uffing a.Staffelsee",2991,0.454575,3,5,2
"225",9180135,"Unterammergau",1505,0.469721,3,6,2
"226",9180136,"Wallgau",1434,0.475739,3,6,2
"227",9181111,"Apfeldorf",1093,0.387069,1,2,1
"228",9181113,"Denklingen",2553,0.362634,1,2,1
"229",9181114,"Dießen am Ammersee, Markt",10203,0.391172,1,2,1
"230",9181115,"Eching am Ammersee",1660,0.353403,1,2,1
"231",9181116,"Egling a.d.Paar",2244,0.391783,1,2,1
"232",9181118,"Eresing",1737,0.373814,1,2,1
"233",9181120,"Finning",1749,0.373814,1,2,1
"234",9181121,"Fuchstal",3661,0.369694,1,2,1
"235",9181122,"Geltendorf",5444,0.359028,1,2,1
"236",9181123,"Greifenberg",2194,0.353403,1,2,1
"237",9181124,"Hofstetten",1800,0.379377,1,2,1
"238",9181126,"Hurlach",1715,0.400964,2,3,2
"239",9181127,"Igling",2466,0.400964,2,3,2
