"","Gemeindekennziffer","Name der Gemeinde","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",12051000,"Brandenburg an der Havel, Stadt",71032,0.879276,5,10,3
"2",12052000,"Cottbus, Stadt",99491,0.686466,1,2,1
"3",12053000,"Frankfurt (Oder), Stadt",57649,0.785897,3,6,2
"4",12054000,"Potsdam, Stadt",164042,0.515877,1,1,1
"5",12060005,"Ahrensfelde",12856,0.751295,2,4,2
"6",12060012,"Althüttendorf",675,0.827432,4,8,2
"7",12060020,"Bernau bei Berlin, Stadt",36547,0.776077,3,6,2
"8",12060024,"Biesenthal, Stadt",5632,0.793675,4,7,2
"9",12060034,"Breydin",799,0.793675,4,7,2
"10",12060036,"Britz",2132,0.825496,4,8,2
"11",12060045,"Chorin",2281,0.825496,4,8,2
"12",12060052,"Eberswalde, Stadt",38897,0.840435,4,8,2
"13",12060068,"Friedrichswalde",809,0.827432,4,8,2
"14",12060092,"Hohenfinow",512,0.825496,4,8,2
"15",12060100,"Joachimsthal, Stadt",3352,0.827432,4,8,2
"16",12060128,"Liepe",646,0.825496,4,8,2
"17",12060149,"Lunow-Stolzenhagen",1206,0.825496,4,8,2
"18",12060154,"Marienwerder",1739,0.793675,4,7,2
"19",12060161,"Melchow",939,0.793675,4,7,2
"20",12060172,"Niederfinow",610,0.825496,4,8,2
"21",12060176,"Oderberg, Stadt",2165,0.825496,4,8,2
"22",12060181,"Panketal",19721,0.737189,2,4,2
"23",12060185,"Parsteinsee",552,0.825496,4,8,2
"24",12060192,"Rüdnitz",1967,0.793675,4,7,2
"25",12060198,"Schorfheide",9759,0.799819,4,7,2
"26",12060250,"Sydower Fließ",886,0.793675,4,7,2
"27",12060269,"Wandlitz",21656,0.785618,3,6,2
"28",12060280,"Werneuchen, Stadt",8197,0.789638,3,6,2
"29",12060296,"Ziethen",446,0.827432,4,8,2
"30",12061005,"Alt Zauche-Wußwerk",506,0.696805,2,3,2
"31",12061017,"Bersteland",895,0.6716,1,2,1
"32",12061020,"Bestensee",7125,0.653183,1,1,1
"33",12061061,"Byhleguhre-Byhlen",775,0.696805,2,3,2
"34",12061097,"Drahnsdorf",584,0.6716,1,2,1
"35",12061112,"Eichwalde",6421,0.633371,1,1,1
"36",12061164,"Golßen, Stadt",2505,0.6716,1,2,1
"37",12061192,"Groß Köris",2243,0.660555,1,2,1
"38",12061216,"Halbe",2176,0.660555,1,2,1
"39",12061217,"Heidesee",6828,0.675472,1,2,1
"40",12061219,"Heideblick",3679,0.716194,2,3,2
"41",12061224,"Jamlitz",550,0.696805,2,3,2
"42",12061244,"Kasel-Golzig",673,0.6716,1,2,1
"43",12061260,"Königs Wusterhausen, Stadt",34795,0.657595,1,2,1
"44",12061265,"Krausnick-Groß Wasserburg",589,0.6716,1,2,1
"45",12061308,"Lieberose, Stadt",1391,0.696805,2,3,2
"46",12061316,"Lübben (Spreewald), Stadt",13672,0.696304,2,3,2
"47",12061320,"Luckau, Stadt",9558,0.683158,1,2,1
"48",12061328,"Märkisch Buchholz, Stadt",740,0.660555,1,2,1
"49",12061329,"Märkische Heide",3989,0.678475,1,2,1
"50",12061332,"Mittenwalde, Stadt",8774,0.650804,1,1,1
"51",12061344,"Münchehofe",481,0.660555,1,2,1
"52",12061352,"Neu Zauche",1126,0.696805,2,3,2
"53",12061405,"Rietzneuendorf-Staakow",609,0.6716,1,2,1
"54",12061428,"Schlepzig",614,0.6716,1,2,1
"55",12061433,"Schönefeld",13895,0.641775,1,1,1
"56",12061435,"Schönwald",1141,0.6716,1,2,1
"57",12061444,"Schulzendorf",7706,0.640881,1,1,1
"58",12061448,"Schwerin",815,0.660555,1,2,1
"59",12061450,"Schwielochsee",1523,0.696805,2,3,2
"60",12061470,"Spreewaldheide",472,0.696805,2,3,2
"61",12061471,"Steinreich",522,0.6716,1,2,1
"62",12061476,"Straupitz",1000,0.696805,2,3,2
"63",12061492,"Teupitz, Stadt",1812,0.660555,1,2,1
"64",12061510,"Unterspreewald",830,0.6716,1,2,1
"65",12061540,"Wildau, Stadt",9945,0.638711,1,1,1
"66",12061572,"Zeuthen",10993,0.648619,1,1,1
"67",12062024,"Bad Liebenwerda, Stadt",9411,0.787213,3,6,2
"68",12062088,"Crinitz",1226,0.773555,3,6,2
"69",12062092,"Doberlug-Kirchhain, Stadt",8625,0.790151,3,6,2
"70",12062124,"Elsterwerda, Stadt",8161,0.787227,3,6,2
"71",12062128,"Falkenberg/Elster, Stadt",6529,0.753214,3,5,2
"72",12062134,"Fichtwald",678,0.755406,3,5,2
