"","Gemeindekennziffer","Name der Gemeinde","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",12051000,"Brandenburg an der Havel, Stadt",71032,0.866114,4,8,2
"2",12052000,"Cottbus, Stadt",99491,0.726191,2,3,2
"3",12053000,"Frankfurt (Oder), Stadt",57649,0.798974,3,6,2
"4",12054000,"Potsdam, Stadt",164042,0.523728,1,1,1
"5",12060005,"Ahrensfelde",12856,0.639317,1,1,1
"6",12060012,"Althüttendorf",675,0.814377,3,6,2
"7",12060020,"Bernau bei Berlin, Stadt",36547,0.735851,2,3,2
"8",12060024,"Biesenthal, Stadt",5632,0.744161,2,4,2
"9",12060034,"Breydin",799,0.744161,2,4,2
"10",12060036,"Britz",2132,0.786448,3,5,2
"11",12060045,"Chorin",2281,0.786448,3,5,2
"12",12060052,"Eberswalde, Stadt",38897,0.839936,4,8,2
"13",12060068,"Friedrichswalde",809,0.814377,3,6,2
"14",12060092,"Hohenfinow",512,0.786448,3,5,2
"15",12060100,"Joachimsthal, Stadt",3352,0.814377,3,6,2
"16",12060128,"Liepe",646,0.786448,3,5,2
"17",12060149,"Lunow-Stolzenhagen",1206,0.786448,3,5,2
"18",12060154,"Marienwerder",1739,0.744161,2,4,2
"19",12060161,"Melchow",939,0.744161,2,4,2
"20",12060172,"Niederfinow",610,0.786448,3,5,2
"21",12060176,"Oderberg, Stadt",2165,0.786448,3,5,2
"22",12060181,"Panketal",19721,0.653594,1,1,1
"23",12060185,"Parsteinsee",552,0.786448,3,5,2
"24",12060192,"Rüdnitz",1967,0.744161,2,4,2
"25",12060198,"Schorfheide",9759,0.751189,2,4,2
"26",12060250,"Sydower Fließ",886,0.744161,2,4,2
"27",12060269,"Wandlitz",21656,0.72352,2,3,2
"28",12060280,"Werneuchen, Stadt",8197,0.731243,2,3,2
"29",12060296,"Ziethen",446,0.814377,3,6,2
"30",12061005,"Alt Zauche-Wußwerk",506,0.706464,2,3,2
"31",12061017,"Bersteland",895,0.674452,1,2,1
"32",12061020,"Bestensee",7125,0.682958,1,2,1
"33",12061061,"Byhleguhre-Byhlen",775,0.706464,2,3,2
"34",12061097,"Drahnsdorf",584,0.674452,1,2,1
"35",12061112,"Eichwalde",6421,0.628436,1,1,1
"36",12061164,"Golßen, Stadt",2505,0.674452,1,2,1
"37",12061192,"Groß Köris",2243,0.68757,1,2,1
"38",12061216,"Halbe",2176,0.68757,1,2,1
"39",12061217,"Heidesee",6828,0.675794,1,2,1
"40",12061219,"Heideblick",3679,0.701066,2,3,2
"41",12061224,"Jamlitz",550,0.706464,2,3,2
"42",12061244,"Kasel-Golzig",673,0.674452,1,2,1
"43",12061260,"Königs Wusterhausen, Stadt",34795,0.681577,1,2,1
"44",12061265,"Krausnick-Groß Wasserburg",589,0.674452,1,2,1
"45",12061308,"Lieberose, Stadt",1391,0.706464,2,3,2
"46",12061316,"Lübben (Spreewald), Stadt",13672,0.707612,2,3,2
"47",12061320,"Luckau, Stadt",9558,0.698841,2,3,2
"48",12061328,"Märkisch Buchholz, Stadt",740,0.68757,1,2,1
"49",12061329,"Märkische Heide",3989,0.683321,1,2,1
"50",12061332,"Mittenwalde, Stadt",8774,0.649307,1,1,1
"51",12061344,"Münchehofe",481,0.68757,1,2,1
"52",12061352,"Neu Zauche",1126,0.706464,2,3,2
"53",12061405,"Rietzneuendorf-Staakow",609,0.674452,1,2,1
"54",12061428,"Schlepzig",614,0.674452,1,2,1
"55",12061433,"Schönefeld",13895,0.652766,1,1,1
"56",12061435,"Schönwald",1141,0.674452,1,2,1
"57",12061444,"Schulzendorf",7706,0.634043,1,1,1
"58",12061448,"Schwerin",815,0.68757,1,2,1
"59",12061450,"Schwielochsee",1523,0.706464,2,3,2
"60",12061470,"Spreewaldheide",472,0.706464,2,3,2
"61",12061471,"Steinreich",522,0.674452,1,2,1
"62",12061476,"Straupitz",1000,0.706464,2,3,2
"63",12061492,"Teupitz, Stadt",1812,0.68757,1,2,1
"64",12061510,"Unterspreewald",830,0.674452,1,2,1
"65",12061540,"Wildau, Stadt",9945,0.655099,1,1,1
"66",12061572,"Zeuthen",10993,0.63233,1,1,1
"67",12062024,"Bad Liebenwerda, Stadt",9411,0.839632,4,8,2
"68",12062088,"Crinitz",1226,0.838908,4,8,2
"69",12062092,"Doberlug-Kirchhain, Stadt",8625,0.871826,5,9,3
"70",12062124,"Elsterwerda, Stadt",8161,0.881278,5,9,3
"71",12062128,"Falkenberg/Elster, Stadt",6529,0.85469,4,8,2
"72",12062134,"Fichtwald",678,0.83522,4,7,2
"73",12062140,"Finsterwalde, Stadt",16407,0.908739,5,10,3
"74",12062177,"Gorden-Staupitz",972,0.833573,4,7,2
"75",12062196,"Gröden",1404,0.814848,3,6,2
"76",12062208,"Großthiemig",1059,0.814848,3,6,2
"77",12062219,"Heideland",544,0.852836,4,8,2
"78",12062224,"Herzberg (Elster), Stadt",9127,0.864708,4,8,2
"79",12062232,"Hirschfeld",1298,0.814848,3,6,2
"80",12062237,"Hohenbucko",655,0.83522,4,7,2
"81",12062240,"Hohenleipisch",2069,0.833573,4,7,2
"82",12062282,"Kremitzaue",828,0.83522,4,7,2
"83",12062289,"Lebusa",786,0.83522,4,7,2
"84",12062293,"Lichterfeld-Schacksdorf",965,0.838908,4,8,2
"85",12062333,"Massen-Niederlausitz",1981,0.838908,4,8,2
"86",12062336,"Merzdorf",858,0.814848,3,6,2
"87",12062341,"Mühlberg/Elbe, Stadt",3892,0.886059,5,9,3
"88",12062372,"Plessa",2778,0.833573,4,7,2
"89",12062410,"Röderland",3990,0.813004,3,6,2
"90",12062417,"Rückersdorf",1469,0.852836,4,8,2
"91",12062425,"Sallgast",1479,0.838908,4,8,2
"92",12062440,"Schilda",482,0.852836,4,8,2
"93",12062445,"Schlieben, Stadt",2511,0.83522,4,7,2
"94",12062453,"Schönborn",1546,0.852836,4,8,2
"95",12062461,"Schönewalde, Stadt",3136,0.82596,3,6,2
"96",12062464,"Schraden",518,0.833573,4,7,2
"97",12062469,"Sonnewalde, Stadt",3343,0.834268,4,7,2
"98",12062492,"Tröbitz",738,0.852836,4,8,2
"99",12062500,"Uebigau-Wahrenbrück, Stadt",5532,0.829445,4,7,2
"100",12063036,"Brieselang",11167,0.756673,2,4,2
"101",12063056,"Dallgow-Döberitz",9280,0.758327,3,5,2
"102",12063080,"Falkensee, Stadt",41777,0.763438,3,5,2
"103",12063088,"Friesack, Stadt",2546,0.838895,4,7,2
"104",12063094,"Gollenberg",417,0.885716,5,9,3
"105",12063112,"Großderschau",449,0.885716,5,9,3
"106",12063134,"Havelaue",877,0.885716,5,9,3
"107",12063142,"Wiesenaue",757,0.838895,4,7,2
"108",12063148,"Ketzin/Havel, Stadt",6355,0.790985,3,6,2
"109",12063161,"Kleßen-Görne",340,0.885716,5,9,3
"110",12063165,"Kotzen",571,0.846049,4,8,2
"111",12063186,"Märkisch Luch",1279,0.846049,4,8,2
"112",12063189,"Milower Land",4314,0.838568,4,7,2
"113",12063202,"Mühlenberge",726,0.838895,4,7,2
"114",12063208,"Nauen, Stadt",16761,0.836701,4,7,2
"115",12063212,"Nennhausen",1871,0.846049,4,8,2
"116",12063228,"Paulinenaue",1233,0.838895,4,7,2
"117",12063240,"Pessin",649,0.838895,4,7,2
"118",12063244,"Premnitz, Stadt",8430,0.875361,5,9,3
"119",12063252,"Rathenow, Stadt",24127,0.890491,5,9,3
"120",12063256,"Retzow",518,0.838895,4,7,2
"121",12063260,"Rhinow, Stadt",1649,0.885716,5,9,3
"122",12063273,"Schönwalde-Glien",9202,0.754604,2,4,2
"123",12063274,"Seeblick",922,0.885716,5,9,3
"124",12063293,"Stechow-Ferchesar",883,0.846049,4,8,2
"125",12063357,"Wustermark",8308,0.770049,3,5,2
"126",12064009,"Alt Tucheband",760,0.877981,5,9,3
"127",12064029,"Altlandsberg, Stadt",8996,0.70965,2,3,2
"128",12064044,"Bad Freienwalde (Oder), Stadt",12382,0.847838,4,8,2
"129",12064053,"Beiersdorf-Freudenberg",598,0.827354,4,7,2
"130",12064057,"Bleyen-Genschmar",490,0.877981,5,9,3
"131",12064061,"Bliesdorf",923,0.835335,4,7,2
"132",12064084,"Buckow (Märkische Schweiz), Stadt",1466,0.758718,3,5,2
"133",12064125,"Falkenberg",2268,0.827354,4,7,2
"134",12064128,"Falkenhagen (Mark)",718,0.809658,3,6,2
"135",12064130,"Fichtenhöhe",521,0.809658,3,6,2
"136",12064136,"Fredersdorf-Vogelsdorf",12879,0.707919,2,3,2
"137",12064153,"Garzau-Garzin",691,0.758718,3,5,2
"138",12064172,"Golzow",840,0.877981,5,9,3
"139",12064190,"Gusow-Platkow",1193,0.837921,4,7,2
"140",12064205,"Heckelberg-Brunow",681,0.827354,4,7,2
"141",12064222,"Höhenland",1036,0.827354,4,7,2
"142",12064227,"Hoppegarten",17002,0.674744,1,2,1
"143",12064266,"Küstriner Vorland",2606,0.877981,5,9,3
"144",12064268,"Lebus, Stadt",3148,0.750241,2,4,2
"145",12064274,"Letschin",4100,0.881467,5,9,3
"146",12064288,"Lietzen",665,0.809658,3,6,2
"147",12064290,"Lindendorf",1368,0.809658,3,6,2
"148",12064303,"Märkische Höhe",582,0.837921,4,7,2
"149",12064317,"Müncheberg, Stadt",6785,0.801747,3,6,2
"150",12064336,"Neuenhagen bei Berlin",17435,0.685337,1,2,1
"151",12064340,"Neuhardenberg",2583,0.837921,4,7,2
"152",12064349,"Neulewin",930,0.835335,4,7,2
"153",12064365,"Neutrebbin",1445,0.835335,4,7,2
