"","Gemeindekennziffer","Name der Gemeinde","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",12051000,"Brandenburg an der Havel, Stadt",71032,0.896071,5,10,3
"2",12052000,"Cottbus, Stadt",99491,0.694998,2,4,2
"3",12053000,"Frankfurt (Oder), Stadt",57649,0.800883,4,7,2
"4",12054000,"Potsdam, Stadt",164042,0.480452,1,1,1
"5",12060005,"Ahrensfelde",12856,0.658231,2,3,2
"6",12060012,"Althüttendorf",675,0.8198,4,8,2
"7",12060020,"Bernau bei Berlin, Stadt",36547,0.740766,3,5,2
"8",12060024,"Biesenthal, Stadt",5632,0.760254,3,6,2
"9",12060034,"Breydin",799,0.760254,3,6,2
"10",12060036,"Britz",2132,0.806925,4,7,2
"11",12060045,"Chorin",2281,0.806925,4,7,2
"12",12060052,"Eberswalde, Stadt",38897,0.850296,5,9,3
"13",12060068,"Friedrichswalde",809,0.8198,4,8,2
"14",12060092,"Hohenfinow",512,0.806925,4,7,2
"15",12060100,"Joachimsthal, Stadt",3352,0.8198,4,8,2
"16",12060128,"Liepe",646,0.806925,4,7,2
"17",12060149,"Lunow-Stolzenhagen",1206,0.806925,4,7,2
"18",12060154,"Marienwerder",1739,0.760254,3,6,2
"19",12060161,"Melchow",939,0.760254,3,6,2
"20",12060172,"Niederfinow",610,0.806925,4,7,2
"21",12060176,"Oderberg, Stadt",2165,0.806925,4,7,2
"22",12060181,"Panketal",19721,0.667349,2,3,2
"23",12060185,"Parsteinsee",552,0.806925,4,7,2
"24",12060192,"Rüdnitz",1967,0.760254,3,6,2
"25",12060198,"Schorfheide",9759,0.77202,3,6,2
"26",12060250,"Sydower Fließ",886,0.760254,3,6,2
"27",12060269,"Wandlitz",21656,0.738945,3,5,2
"28",12060280,"Werneuchen, Stadt",8197,0.746863,3,5,2
"29",12060296,"Ziethen",446,0.8198,4,8,2
"30",12061005,"Alt Zauche-Wußwerk",506,0.664487,2,3,2
"31",12061017,"Bersteland",895,0.618237,1,2,1
"32",12061020,"Bestensee",7125,0.618247,1,2,1
"33",12061061,"Byhleguhre-Byhlen",775,0.664487,2,3,2
"34",12061097,"Drahnsdorf",584,0.618237,1,2,1
"35",12061112,"Eichwalde",6421,0.589188,1,1,1
"36",12061164,"Golßen, Stadt",2505,0.618237,1,2,1
"37",12061192,"Groß Köris",2243,0.617983,1,2,1
"38",12061216,"Halbe",2176,0.617983,1,2,1
"39",12061217,"Heidesee",6828,0.616944,1,2,1
"40",12061219,"Heideblick",3679,0.659231,2,3,2
"41",12061224,"Jamlitz",550,0.664487,2,3,2
"42",12061244,"Kasel-Golzig",673,0.618237,1,2,1
"43",12061260,"Königs Wusterhausen, Stadt",34795,0.616342,1,2,1
"44",12061265,"Krausnick-Groß Wasserburg",589,0.618237,1,2,1
"45",12061308,"Lieberose, Stadt",1391,0.664487,2,3,2
"46",12061316,"Lübben (Spreewald), Stadt",13672,0.658637,2,3,2
"47",12061320,"Luckau, Stadt",9558,0.639741,1,2,1
"48",12061328,"Märkisch Buchholz, Stadt",740,0.617983,1,2,1
"49",12061329,"Märkische Heide",3989,0.621774,1,2,1
"50",12061332,"Mittenwalde, Stadt",8774,0.583625,1,1,1
"51",12061344,"Münchehofe",481,0.617983,1,2,1
"52",12061352,"Neu Zauche",1126,0.664487,2,3,2
"53",12061405,"Rietzneuendorf-Staakow",609,0.618237,1,2,1
"54",12061428,"Schlepzig",614,0.618237,1,2,1
"55",12061433,"Schönefeld",13895,0.573145,1,1,1
"56",12061435,"Schönwald",1141,0.618237,1,2,1
"57",12061444,"Schulzendorf",7706,0.580371,1,1,1
"58",12061448,"Schwerin",815,0.617983,1,2,1
"59",12061450,"Schwielochsee",1523,0.664487,2,3,2
"60",12061470,"Spreewaldheide",472,0.664487,2,3,2
"61",12061471,"Steinreich",522,0.618237,1,2,1
"62",12061476,"Straupitz",1000,0.664487,2,3,2
"63",12061492,"Teupitz, Stadt",1812,0.617983,1,2,1
"64",12061510,"Unterspreewald",830,0.618237,1,2,1
"65",12061540,"Wildau, Stadt",9945,0.59301,1,1,1
"66",12061572,"Zeuthen",10993,0.580612,1,1,1
"67",12062024,"Bad Liebenwerda, Stadt",9411,0.746273,3,5,2
"68",12062088,"Crinitz",1226,0.757938,3,6,2
"69",12062092,"Doberlug-Kirchhain, Stadt",8625,0.765371,3,6,2
"70",12062124,"Elsterwerda, Stadt",8161,0.768728,3,6,2
"71",12062128,"Falkenberg/Elster, Stadt",6529,0.74752,3,5,2
"72",12062134,"Fichtwald",678,0.736161,3,5,2
"73",12062140,"Finsterwalde, Stadt",16407,0.810245,4,7,2
"74",12062177,"Gorden-Staupitz",972,0.741256,3,5,2
"75",12062196,"Gröden",1404,0.711974,2,4,2
"76",12062208,"Großthiemig",1059,0.711974,2,4,2
"77",12062219,"Heideland",544,0.773971,4,7,2
"78",12062224,"Herzberg (Elster), Stadt",9127,0.723289,3,5,2
"79",12062232,"Hirschfeld",1298,0.711974,2,4,2
"80",12062237,"Hohenbucko",655,0.736161,3,5,2
"81",12062240,"Hohenleipisch",2069,0.741256,3,5,2
"82",12062282,"Kremitzaue",828,0.736161,3,5,2
"83",12062289,"Lebusa",786,0.736161,3,5,2
"84",12062293,"Lichterfeld-Schacksdorf",965,0.757938,3,6,2
"85",12062333,"Massen-Niederlausitz",1981,0.757938,3,6,2
"86",12062336,"Merzdorf",858,0.711974,2,4,2
"87",12062341,"Mühlberg/Elbe, Stadt",3892,0.778706,4,7,2
"88",12062372,"Plessa",2778,0.741256,3,5,2
"89",12062410,"Röderland",3990,0.711224,2,4,2
"90",12062417,"Rückersdorf",1469,0.773971,4,7,2
"91",12062425,"Sallgast",1479,0.757938,3,6,2
"92",12062440,"Schilda",482,0.773971,4,7,2
"93",12062445,"Schlieben, Stadt",2511,0.736161,3,5,2
"94",12062453,"Schönborn",1546,0.773971,4,7,2
"95",12062461,"Schönewalde, Stadt",3136,0.723372,3,5,2
"96",12062464,"Schraden",518,0.741256,3,5,2
"97",12062469,"Sonnewalde, Stadt",3343,0.744963,3,5,2
"98",12062492,"Tröbitz",738,0.773971,4,7,2
"99",12062500,"Uebigau-Wahrenbrück, Stadt",5532,0.730035,3,5,2
"100",12063036,"Brieselang",11167,0.705488,2,4,2
"101",12063056,"Dallgow-Döberitz",9280,0.71679,3,5,2
"102",12063080,"Falkensee, Stadt",41777,0.716658,3,5,2
"103",12063088,"Friesack, Stadt",2546,0.781118,4,7,2
"104",12063094,"Gollenberg",417,0.873294,5,9,3
"105",12063112,"Großderschau",449,0.873294,5,9,3
"106",12063134,"Havelaue",877,0.873294,5,9,3
"107",12063142,"Wiesenaue",757,0.781118,4,7,2
"108",12063148,"Ketzin/Havel, Stadt",6355,0.741247,3,5,2
"109",12063161,"Kleßen-Görne",340,0.873294,5,9,3
"110",12063165,"Kotzen",571,0.850013,5,9,3
"111",12063186,"Märkisch Luch",1279,0.850013,5,9,3
"112",12063189,"Milower Land",4314,0.836648,4,8,2
"113",12063202,"Mühlenberge",726,0.781118,4,7,2
"114",12063208,"Nauen, Stadt",16761,0.7667,3,6,2
"115",12063212,"Nennhausen",1871,0.850013,5,9,3
"116",12063228,"Paulinenaue",1233,0.781118,4,7,2
"117",12063240,"Pessin",649,0.781118,4,7,2
"118",12063244,"Premnitz, Stadt",8430,0.850568,5,9,3
"119",12063252,"Rathenow, Stadt",24127,0.880464,5,10,3
"120",12063256,"Retzow",518,0.781118,4,7,2
"121",12063260,"Rhinow, Stadt",1649,0.873294,5,9,3
"122",12063273,"Schönwalde-Glien",9202,0.716814,3,5,2
"123",12063274,"Seeblick",922,0.873294,5,9,3
"124",12063293,"Stechow-Ferchesar",883,0.850013,5,9,3
"125",12063357,"Wustermark",8308,0.712345,2,4,2
"126",12064009,"Alt Tucheband",760,0.879825,5,10,3
"127",12064029,"Altlandsberg, Stadt",8996,0.711896,2,4,2
"128",12064044,"Bad Freienwalde (Oder), Stadt",12382,0.833605,4,8,2
"129",12064053,"Beiersdorf-Freudenberg",598,0.831955,4,8,2
"130",12064057,"Bleyen-Genschmar",490,0.879825,5,10,3
"131",12064061,"Bliesdorf",923,0.813408,4,7,2
"132",12064084,"Buckow (Märkische Schweiz), Stadt",1466,0.751696,3,6,2
"133",12064125,"Falkenberg",2268,0.831955,4,8,2
"134",12064128,"Falkenhagen (Mark)",718,0.818813,4,8,2
"135",12064130,"Fichtenhöhe",521,0.818813,4,8,2
"136",12064136,"Fredersdorf-Vogelsdorf",12879,0.706864,2,4,2
"137",12064153,"Garzau-Garzin",691,0.751696,3,6,2
"138",12064172,"Golzow",840,0.879825,5,10,3
"139",12064190,"Gusow-Platkow",1193,0.850765,5,9,3
"140",12064205,"Heckelberg-Brunow",681,0.831955,4,8,2
"141",12064222,"Höhenland",1036,0.831955,4,8,2
"142",12064227,"Hoppegarten",17002,0.668116,2,3,2
"143",12064266,"Küstriner Vorland",2606,0.879825,5,10,3
"144",12064268,"Lebus, Stadt",3148,0.772219,3,6,2
"145",12064274,"Letschin",4100,0.891543,5,10,3
"146",12064288,"Lietzen",665,0.818813,4,8,2
"147",12064290,"Lindendorf",1368,0.818813,4,8,2
"148",12064303,"Märkische Höhe",582,0.850765,5,9,3
"149",12064317,"Müncheberg, Stadt",6785,0.768161,3,6,2
"150",12064336,"Neuenhagen bei Berlin",17435,0.688065,2,4,2
"151",12064340,"Neuhardenberg",2583,0.850765,5,9,3
"152",12064349,"Neulewin",930,0.813408,4,7,2
"153",12064365,"Neutrebbin",1445,0.813408,4,7,2
"154",12064370,"Oberbarnim",1407,0.751696,3,6,2
"155",12064371,"Oderaue",1657,0.813408,4,7,2
"156",12064380,"Petershagen/Eggersdorf",14364,0.708059,2,4,2
"157",12064388,"Podelzig",880,0.772219,3,6,2
"158",12064393,"Prötzel",966,0.813408,4,7,2
"159",12064408,"Rehfelde",4670,0.751696,3,6,2
"160",12064417,"Reichenow-Möglin",564,0.813408,4,7,2
"161",12064420,"Reitwein",466,0.772219,3,6,2
"162",12064428,"Rüdersdorf bei Berlin",15188,0.769584,3,6,2
"163",12064448,"Seelow, Stadt",5366,0.837653,4,8,2
"164",12064472,"Strausberg, Stadt",25946,0.747398,3,5,2
"165",12064480,"Treplin",378,0.772219,3,6,2
"166",12064482,"Vierlinden",1459,0.818813,4,8,2
"167",12064484,"Waldsieversdorf",823,0.751696,3,6,2
"168",12064512,"Wriezen, Stadt",7328,0.853025,5,9,3
"169",12064538,"Zechin",644,0.879825,5,10,3
"170",12064539,"Zeschdorf",1225,0.772219,3,6,2
"171",12065036,"Birkenwerder",7881,0.652697,1,2,1
"172",12065084,"Fürstenberg/Havel, Stadt",5882,0.800363,4,7,2
"173",12065096,"Glienicke/Nordbahn",11942,0.620821,1,2,1
"174",12065100,"Gransee, Stadt",5717,0.775902,4,7,2
"175",12065117,"Großwoltersdorf",803,0.775902,4,7,2
"176",12065136,"Hennigsdorf, Stadt",25928,0.679475,2,3,2
"177",12065144,"Hohen Neuendorf, Stadt",25239,0.640763,1,2,1
"178",12065165,"Kremmen, Stadt",7108,0.654495,1,2,1
"179",12065180,"Leegebruch",6567,0.64741,1,2,1
"180",12065193,"Liebenwalde, Stadt",4198,0.76397,3,6,2
"181",12065198,"Löwenberger Land",8041,0.726451,3,5,2
"182",12065225,"Mühlenbecker Land",14606,0.643772,1,2,1
"183",12065251,"Oberkrämer",10603,0.635027,1,2,1
"184",12065256,"Oranienburg, Stadt",42894,0.701279,2,4,2
"185",12065276,"Schönermark",415,0.775902,4,7,2
"186",12065301,"Sonnenberg",828,0.775902,4,7,2
"187",12065310,"Stechlin",1203,0.775902,4,7,2
"188",12065332,"Velten, Stadt",11718,0.702034,2,4,2
"189",12065356,"Zehdenick, Stadt",13325,0.751566,3,5,2
"190",12066008,"Altdöbern",2531,0.76014,3,6,2
"191",12066041,"Bronkow",610,0.76014,3,6,2
"192",12066052,"Calau, Stadt",7922,0.732392,3,5,2
"193",12066064,"Frauendorf",705,0.713965,2,4,2
"194",12066104,"Großkmehlen",1097,0.713965,2,4,2
"195",12066112,"Großräschen, Stadt",8785,0.81551,4,7,2
"196",12066116,"Grünewald",543,0.704386,2,4,2
"197",12066120,"Guteborn",537,0.704386,2,4,2
"198",12066124,"Hermsdorf",795,0.704386,2,4,2
"199",12066132,"Hohenbocka",965,0.704386,2,4,2
"200",12066168,"Kroppen",679,0.713965,2,4,2
"201",12066176,"Lauchhammer, Stadt",15099,0.815511,4,8,2
"202",12066188,"Lindenau",740,0.713965,2,4,2
"203",12066196,"Lübbenau/Spreewald, Stadt",16082,0.772297,3,6,2
"204",12066202,"Luckaitztal",845,0.76014,3,6,2
"205",12066226,"Neu-Seeland",602,0.76014,3,6,2
"206",12066228,"Neupetershain",1246,0.76014,3,6,2
"207",12066240,"Ortrand, Stadt",2164,0.713965,2,4,2
"208",12066272,"Ruhland, Stadt",3693,0.704386,2,4,2
"209",12066285,"Schipkau",6837,0.804455,4,7,2
"210",12066292,"Schwarzbach",679,0.704386,2,4,2
"211",12066296,"Schwarzheide, Stadt",5772,0.749653,3,5,2
"212",12066304,"Senftenberg, Stadt",24743,0.807725,4,7,2
"213",12066316,"Tettau",804,0.713965,2,4,2
"214",12066320,"Vetschau/Spreewald, Stadt",8421,0.767738,3,6,2
"215",12067024,"Bad Saarow",5090,0.668389,2,3,2
"216",12067036,"Beeskow, Stadt",7964,0.705364,2,4,2
"217",12067040,"Berkenbrück",996,0.719771,3,5,2
"218",12067072,"Briesen (Mark)",2827,0.719771,3,5,2
"219",12067076,"Brieskow-Finkenheerd",2317,0.704737,2,4,2
"220",12067112,"Diensdorf-Radlow",567,0.668389,2,3,2
"221",12067120,"Eisenhüttenstadt, Stadt",27444,0.762245,3,6,2
"222",12067124,"Erkner, Stadt",11540,0.675666,2,3,2
"223",12067137,"Friedland, Stadt",3013,0.67839,2,3,2
"224",12067144,"Fürstenwalde/Spree, Stadt",31236,0.754802,3,6,2
"225",12067173,"Gosen-Neu Zittau",2970,0.686472,2,4,2
"226",12067180,"Groß Lindow",1737,0.704737,2,4,2
"227",12067201,"Grünheide (Mark)",8165,0.68044,2,3,2
"228",12067205,"Grunow-Dammendorf",509,0.655663,2,3,2
"229",12067237,"Jacobsdorf",1876,0.719771,3,5,2
"230",12067288,"Langewahl",845,0.668389,2,3,2
"231",12067292,"Lawitz",605,0.677608,2,3,2
"232",12067324,"Mixdorf",917,0.655663,2,3,2
"233",12067336,"Müllrose, Stadt",4514,0.655663,2,3,2
"234",12067338,"Neißemünde",1666,0.677608,2,3,2
"235",12067357,"Neuzelle",4315,0.677608,2,3,2
"236",12067397,"Ragow-Merz",504,0.655663,2,3,2
"237",12067408,"Rauen",1979,0.686472,2,4,2
"238",12067413,"Reichenwalde",1104,0.668389,2,3,2
"239",12067426,"Rietz-Neuendorf",4127,0.684657,2,4,2
"240",12067438,"Schlaubetal",1828,0.655663,2,3,2
"241",12067440,"Schöneiche bei Berlin",12154,0.660949,2,3,2
"242",12067458,"Siehdichum",1535,0.655663,2,3,2
"243",12067469,"Spreenhagen",3226,0.686472,2,4,2
"244",12067473,"Steinhöfel",4377,0.755441,3,6,2
