"","Kennziffer Gemeindeverband","Name Gemeindeverband","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",1001000,"Flensburg, Stadt",84694,0.800819,5,10,3
"2",1002000,"Kiel, Landeshauptstadt",243148,0.681862,4,8,2
"3",1003000,"Lübeck, Hansestadt",214420,0.82283,5,10,3
"4",1004000,"Neumünster, Stadt",77588,0.849573,5,10,3
"5",1051011,"Brunsbüttel, Stadt",12642,0.800617,5,10,3
"6",1051044,"Heide, Stadt",21303,0.867251,5,10,3
"7",1051963,"Burg-St. Michaelisdonn",15915,0.812757,5,10,3
"8",1051966,"Marne-Nordsee",12937,0.81281,5,10,3
"9",1051969,"Eider",18704,0.829653,5,10,3
"10",1051972,"Heider Umland",15755,0.787222,5,10,3
"11",1051975,"Mitteldithmarschen",23057,0.818612,5,10,3
"12",1051978,"Büsum-Wesselburen",12372,0.848854,5,10,3
"13",1053032,"Geesthacht, Stadt",29676,0.64613,4,7,2
"14",1053083,"Lauenburg/ Elbe, Stadt",11277,0.724952,5,9,3
"15",1053090,"Mölln, Stadt",18622,0.682495,4,8,2
"16",1053100,"Ratzeburg, Stadt",14104,0.685871,4,8,2
"17",1053116,"Schwarzenbek, Stadt",15523,0.646277,4,7,2
"18",1053129,"Wentorf bei Hamburg",12221,0.566137,3,5,2
"19",1053908,"Berkenthin",8432,0.60031,3,6,2
"20",1053913,"Breitenfelde",6356,0.622944,3,6,2
"21",1053918,"Büchen",13632,0.630198,3,6,2
"22",1053923,"Hohe Elbgeest",19522,0.577858,3,5,2
"23",1053943,"Lütau",3926,0.634849,4,7,2
"24",1053958,"Lauenburgische Seen",13126,0.622641,3,6,2
"25",1053973,"Schwarzenbek-Land",9112,0.591422,3,5,2
"26",1053991,"Sandesneben-Nusse",15174,0.614452,3,6,2
"27",1054033,"Friedrichstadt, Stadt",2491,0.806035,5,10,3
"28",1054056,"Husum, Stadt",22215,0.77723,5,9,3
"29",1054108,"Reußenköge",325,0.672758,4,8,2
"30",1054138,"Tönning, Stadt",4852,0.768779,5,9,3
"31",1054168,"Sylt",13409,0.599428,3,6,2
"32",1054917,"Eiderstedt",11237,0.737191,5,9,3
"33",1054939,"Landschaft Sylt",4304,0.628369,3,6,2
"34",1054953,"Viöl",9082,0.729268,5,9,3
"35",1054959,"Pellworm",1408,0.741368,5,9,3
"36",1054988,"Föhr-Amrum",10535,0.679243,4,8,2
"37",1054989,"Südtondern",39185,0.739629,5,9,3
"38",1054992,"Nordsee-Treene",22917,0.737366,5,9,3
"39",1054994,"Mittleres Nordfriesland",20243,0.738174,5,9,3
"40",1055001,"Ahrensbök",8248,0.741646,5,9,3
"41",1055004,"Bad Schwartau, Stadt",19817,0.716707,5,9,3
"42",1055010,"Dahme",1301,0.802525,5,10,3
"43",1055012,"Eutin, Stadt",16781,0.778769,5,9,3
"44",1055016,"Grömitz",6942,0.78149,5,9,3
"45",1055018,"Grube",982,0.758311,5,9,3
"46",1055021,"Heiligenhafen, Stadt",9139,0.78776,5,10,3
"47",1055025,"Kellenhusen (Ostsee)",1019,0.806177,5,10,3
"48",1055028,"Malente",10453,0.778556,5,9,3
"49",1055032,"Neustadt in Holstein, Stadt",15012,0.740836,5,9,3
"50",1055033,"Oldenburg in Holstein, Stadt",9774,0.763844,5,9,3
"51",1055035,"Ratekau",15193,0.711474,4,8,2
"52",1055040,"Stockelsdorf",16554,0.686031,4,8,2
"53",1055041,"Süsel",5191,0.750446,5,9,3
"54",1055042,"Timmendorfer Strand",8792,0.744234,5,9,3
"55",1055044,"Scharbeutz",10784,0.725218,5,9,3
"56",1055046,"Fehmarn, Stadt",12410,0.748017,5,9,3
