"","Raumordnungsregion Nr","Raumordnungsregion","Jahr","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",101,"Schleswig-Holstein Mitte",1998,724185,0.413334,3,6,2
"2",101,"Schleswig-Holstein Mitte",1999,724185,0.464584,4,7,2
"3",101,"Schleswig-Holstein Mitte",2000,724185,0.4431,4,7,2
"4",101,"Schleswig-Holstein Mitte",2001,724185,0.471312,4,7,2
"5",101,"Schleswig-Holstein Mitte",2002,724185,0.449342,4,7,2
"6",101,"Schleswig-Holstein Mitte",2003,724185,0.448318,4,7,2
"7",101,"Schleswig-Holstein Mitte",2004,724185,0.449928,4,7,2
"8",101,"Schleswig-Holstein Mitte",2005,724185,0.501775,4,7,2
"9",101,"Schleswig-Holstein Mitte",2006,724185,0.495117,4,7,2
"10",101,"Schleswig-Holstein Mitte",2007,724185,0.51548,4,7,2
"11",101,"Schleswig-Holstein Mitte",2008,724185,0.550975,4,7,2
"12",101,"Schleswig-Holstein Mitte",2009,724185,0.536835,4,7,2
"13",101,"Schleswig-Holstein Mitte",2010,724185,0.560945,4,7,2
"14",101,"Schleswig-Holstein Mitte",2011,724185,0.559843,4,7,2
"15",101,"Schleswig-Holstein Mitte",2012,724185,0.579073,4,7,2
"16",101,"Schleswig-Holstein Mitte",2013,724185,0.555078,4,7,2
"17",101,"Schleswig-Holstein Mitte",2014,724185,0.569488,4,7,2
"18",101,"Schleswig-Holstein Mitte",2015,724185,0.563882,4,7,2
"19",102,"Schleswig-Holstein Nord",1998,446741,0.452408,4,7,2
"20",102,"Schleswig-Holstein Nord",1999,446741,0.457482,4,7,2
"21",102,"Schleswig-Holstein Nord",2000,446741,0.449599,4,7,2
"22",102,"Schleswig-Holstein Nord",2001,446741,0.471335,4,7,2
"23",102,"Schleswig-Holstein Nord",2002,446741,0.447532,4,7,2
"24",102,"Schleswig-Holstein Nord",2003,446741,0.460589,4,7,2
"25",102,"Schleswig-Holstein Nord",2004,446741,0.447948,4,7,2
"26",102,"Schleswig-Holstein Nord",2005,446741,0.470299,4,7,2
"27",102,"Schleswig-Holstein Nord",2006,446741,0.494227,4,7,2
"28",102,"Schleswig-Holstein Nord",2007,446741,0.479467,3,6,2
"29",102,"Schleswig-Holstein Nord",2008,446741,0.504698,4,7,2
"30",102,"Schleswig-Holstein Nord",2009,446741,0.505667,4,7,2
"31",102,"Schleswig-Holstein Nord",2010,446741,0.501386,4,7,2
"32",102,"Schleswig-Holstein Nord",2011,446741,0.505143,3,6,2
"33",102,"Schleswig-Holstein Nord",2012,446741,0.503836,4,7,2
"34",102,"Schleswig-Holstein Nord",2013,446741,0.497146,3,6,2
"35",102,"Schleswig-Holstein Nord",2014,446741,0.502209,3,6,2
"36",102,"Schleswig-Holstein Nord",2015,446741,0.469072,3,6,2
"37",103,"Schleswig-Holstein Ost",1998,415827,0.472291,4,7,2
"38",103,"Schleswig-Holstein Ost",1999,415827,0.509085,4,8,2
"39",103,"Schleswig-Holstein Ost",2000,415827,0.493127,4,7,2
"40",103,"Schleswig-Holstein Ost",2001,415827,0.516462,4,8,2
"41",103,"Schleswig-Holstein Ost",2002,415827,0.479553,4,7,2
"42",103,"Schleswig-Holstein Ost",2003,415827,0.491961,4,8,2
"43",103,"Schleswig-Holstein Ost",2004,415827,0.471869,4,8,2
"44",103,"Schleswig-Holstein Ost",2005,415827,0.535067,4,8,2
"45",103,"Schleswig-Holstein Ost",2006,415827,0.529055,4,7,2
"46",103,"Schleswig-Holstein Ost",2007,415827,0.555017,4,7,2
"47",103,"Schleswig-Holstein Ost",2008,415827,0.567336,4,7,2
"48",103,"Schleswig-Holstein Ost",2009,415827,0.578799,4,7,2
"49",103,"Schleswig-Holstein Ost",2010,415827,0.563957,4,7,2
"50",103,"Schleswig-Holstein Ost",2011,415827,0.575918,4,7,2
"51",103,"Schleswig-Holstein Ost",2012,415827,0.560208,4,7,2
"52",103,"Schleswig-Holstein Ost",2013,415827,0.560295,4,7,2
"53",103,"Schleswig-Holstein Ost",2014,415827,0.54616,4,7,2
"54",103,"Schleswig-Holstein Ost",2015,415827,0.558381,4,7,2
"55",104,"Schleswig-Holstein Süd",1998,1007587,0.175704,2,3,2
"56",104,"Schleswig-Holstein Süd",1999,1007587,0.211966,2,4,2
"57",104,"Schleswig-Holstein Süd",2000,1007587,0.191063,2,3,2
"58",104,"Schleswig-Holstein Süd",2001,1007587,0.206893,2,3,2
"59",104,"Schleswig-Holstein Süd",2002,1007587,0.205629,2,4,2
"60",104,"Schleswig-Holstein Süd",2003,1007587,0.204446,2,4,2
"61",104,"Schleswig-Holstein Süd",2004,1007587,0.218098,2,4,2
"62",104,"Schleswig-Holstein Süd",2005,1007587,0.232955,2,4,2
"63",104,"Schleswig-Holstein Süd",2006,1007587,0.236206,2,4,2
"64",104,"Schleswig-Holstein Süd",2007,1007587,0.250753,2,4,2
"65",104,"Schleswig-Holstein Süd",2008,1007587,0.242644,2,3,2
"66",104,"Schleswig-Holstein Süd",2009,1007587,0.224379,2,3,2
"67",104,"Schleswig-Holstein Süd",2010,1007587,0.249414,2,3,2
"68",104,"Schleswig-Holstein Süd",2011,1007587,0.23175,2,3,2
"69",104,"Schleswig-Holstein Süd",2012,1007587,0.25447,2,3,2
"70",104,"Schleswig-Holstein Süd",2013,1007587,0.244322,2,3,2
"71",104,"Schleswig-Holstein Süd",2014,1007587,0.254039,2,3,2
"72",104,"Schleswig-Holstein Süd",2015,1007587,0.231754,2,3,2
"73",105,"Schleswig-Holstein Süd-West",1998,264374,0.395415,3,6,2
"74",105,"Schleswig-Holstein Süd-West",1999,264374,0.409599,3,6,2
"75",105,"Schleswig-Holstein Süd-West",2000,264374,0.405529,3,6,2
"76",105,"Schleswig-Holstein Süd-West",2001,264374,0.426133,3,6,2
"77",105,"Schleswig-Holstein Süd-West",2002,264374,0.393746,3,6,2
"78",105,"Schleswig-Holstein Süd-West",2003,264374,0.432033,4,7,2
"79",105,"Schleswig-Holstein Süd-West",2004,264374,0.408609,3,6,2
"80",105,"Schleswig-Holstein Süd-West",2005,264374,0.454892,3,6,2
"81",105,"Schleswig-Holstein Süd-West",2006,264374,0.45596,3,6,2
"82",105,"Schleswig-Holstein Süd-West",2007,264374,0.451639,3,6,2
"83",105,"Schleswig-Holstein Süd-West",2008,264374,0.454337,3,6,2
"84",105,"Schleswig-Holstein Süd-West",2009,264374,0.469312,3,6,2
"85",105,"Schleswig-Holstein Süd-West",2010,264374,0.470304,3,6,2
"86",105,"Schleswig-Holstein Süd-West",2011,264374,0.456582,3,6,2
"87",105,"Schleswig-Holstein Süd-West",2012,264374,0.443941,3,6,2
"88",105,"Schleswig-Holstein Süd-West",2013,264374,0.464739,3,6,2
"89",105,"Schleswig-Holstein Süd-West",2014,264374,0.453837,3,6,2
"90",105,"Schleswig-Holstein Süd-West",2015,264374,0.462294,3,6,2
"91",201,"Hamburg",1998,1787408,0.226003,2,4,2
"92",201,"Hamburg",1999,1787408,0.215621,2,4,2
"93",201,"Hamburg",2000,1787408,0.198247,2,3,2
"94",201,"Hamburg",2001,1787408,0.22159,2,4,2
"95",201,"Hamburg",2002,1787408,0.244427,2,4,2
"96",201,"Hamburg",2003,1787408,0.251922,2,4,2
"97",201,"Hamburg",2004,1787408,0.242194,2,4,2
"98",201,"Hamburg",2005,1787408,0.314902,3,5,2
"99",201,"Hamburg",2006,1787408,0.315272,3,5,2
"100",201,"Hamburg",2007,1787408,0.355693,3,5,2
"101",201,"Hamburg",2008,1787408,0.387355,3,5,2
"102",201,"Hamburg",2009,1787408,0.372528,3,5,2
"103",201,"Hamburg",2010,1787408,0.441735,3,6,2
"104",201,"Hamburg",2011,1787408,0.395794,3,5,2
"105",201,"Hamburg",2012,1787408,0.403587,3,5,2
"106",201,"Hamburg",2013,1787408,0.415792,3,5,2
"107",201,"Hamburg",2014,1787408,0.447474,3,6,2
"108",201,"Hamburg",2015,1787408,0.450915,3,5,2
"109",301,"Braunschweig",1998,1133730,0.438621,4,7,2
"110",301,"Braunschweig",1999,1133730,0.461282,4,7,2
"111",301,"Braunschweig",2000,1133730,0.424488,4,7,2
"112",301,"Braunschweig",2001,1133730,0.470985,4,7,2
"113",301,"Braunschweig",2002,1133730,0.448353,4,7,2
"114",301,"Braunschweig",2003,1133730,0.405768,3,6,2
"115",301,"Braunschweig",2004,1133730,0.454235,4,7,2
"116",301,"Braunschweig",2005,1133730,0.48514,4,7,2
"117",301,"Braunschweig",2006,1133730,0.499135,4,7,2
"118",301,"Braunschweig",2007,1133730,0.528008,4,7,2
"119",301,"Braunschweig",2008,1133730,0.520781,4,7,2
"120",301,"Braunschweig",2009,1133730,0.525875,4,7,2
"121",301,"Braunschweig",2010,1133730,0.548246,4,7,2
"122",301,"Braunschweig",2011,1133730,0.538943,4,7,2
"123",301,"Braunschweig",2012,1133730,0.517167,4,7,2
"124",301,"Braunschweig",2013,1133730,0.497906,3,6,2
"125",301,"Braunschweig",2014,1133730,0.504593,3,6,2
"126",301,"Braunschweig",2015,1133730,0.492975,3,6,2
"127",302,"Bremen-Umland",1998,538523,0.341305,3,5,2
"128",302,"Bremen-Umland",1999,538523,0.339882,3,5,2
"129",302,"Bremen-Umland",2000,538523,0.315342,3,5,2
"130",302,"Bremen-Umland",2001,538523,0.345291,3,5,2
"131",302,"Bremen-Umland",2002,538523,0.333381,3,6,2
"132",302,"Bremen-Umland",2003,538523,0.302983,3,5,2
"133",302,"Bremen-Umland",2004,538523,0.324944,3,6,2
"134",302,"Bremen-Umland",2005,538523,0.358038,3,6,2
"135",302,"Bremen-Umland",2006,538523,0.365285,3,6,2
"136",302,"Bremen-Umland",2007,538523,0.373299,3,6,2
"137",302,"Bremen-Umland",2008,538523,0.388491,3,6,2
"138",302,"Bremen-Umland",2009,538523,0.387236,3,5,2
"139",302,"Bremen-Umland",2010,538523,0.407617,3,5,2
"140",302,"Bremen-Umland",2011,538523,0.389762,3,5,2
"141",302,"Bremen-Umland",2012,538523,0.396701,3,5,2
"142",302,"Bremen-Umland",2013,538523,0.379549,3,5,2
"143",302,"Bremen-Umland",2014,538523,0.398449,3,5,2
"144",302,"Bremen-Umland",2015,538523,0.395647,3,5,2
"145",303,"Bremerhaven",1998,401367,0.500766,4,8,2
"146",303,"Bremerhaven",1999,401367,0.514331,4,8,2
"147",303,"Bremerhaven",2000,401367,0.500058,4,8,2
"148",303,"Bremerhaven",2001,401367,0.539519,4,8,2
"149",303,"Bremerhaven",2002,401367,0.526354,4,8,2
"150",303,"Bremerhaven",2003,401367,0.49971,4,8,2
"151",303,"Bremerhaven",2004,401367,0.50103,4,8,2
"152",303,"Bremerhaven",2005,401367,0.542959,4,8,2
"153",303,"Bremerhaven",2006,401367,0.566292,4,8,2
"154",303,"Bremerhaven",2007,401367,0.556435,4,7,2
"155",303,"Bremerhaven",2008,401367,0.580694,4,7,2
"156",303,"Bremerhaven",2009,401367,0.541851,4,7,2
"157",303,"Bremerhaven",2010,401367,0.579074,4,7,2
"158",303,"Bremerhaven",2011,401367,0.590855,4,7,2
"159",303,"Bremerhaven",2012,401367,0.556641,4,7,2
"160",303,"Bremerhaven",2013,401367,0.558188,4,7,2
"161",303,"Bremerhaven",2014,401367,0.579203,4,7,2
"162",303,"Bremerhaven",2015,401367,0.584397,4,7,2
"163",304,"Emsland",1998,455150,0.4507,4,7,2
"164",304,"Emsland",1999,455150,0.448243,3,6,2
"165",304,"Emsland",2000,455150,0.426227,4,7,2
"166",304,"Emsland",2001,455150,0.456999,4,7,2
"167",304,"Emsland",2002,455150,0.469156,4,7,2
"168",304,"Emsland",2003,455150,0.430311,4,7,2
"169",304,"Emsland",2004,455150,0.440465,4,7,2
"170",304,"Emsland",2005,455150,0.460251,3,6,2
"171",304,"Emsland",2006,455150,0.449228,3,6,2
"172",304,"Emsland",2007,455150,0.450466,3,6,2
"173",304,"Emsland",2008,455150,0.474953,3,6,2
"174",304,"Emsland",2009,455150,0.461693,3,6,2
"175",304,"Emsland",2010,455150,0.468726,3,6,2
"176",304,"Emsland",2011,455150,0.502988,3,6,2
"177",304,"Emsland",2012,455150,0.473338,3,6,2
"178",304,"Emsland",2013,455150,0.462336,3,6,2
"179",304,"Emsland",2014,455150,0.467491,3,6,2
"180",304,"Emsland",2015,455150,0.426358,3,5,2
"181",305,"Göttingen",1998,536093,0.511288,4,8,2
"182",305,"Göttingen",1999,536093,0.507332,4,7,2
"183",305,"Göttingen",2000,536093,0.496571,4,8,2
"184",305,"Göttingen",2001,536093,0.507402,4,7,2
"185",305,"Göttingen",2002,536093,0.508129,4,8,2
"186",305,"Göttingen",2003,536093,0.471892,4,7,2
"187",305,"Göttingen",2004,536093,0.510284,4,8,2
"188",305,"Göttingen",2005,536093,0.539599,4,8,2
"189",305,"Göttingen",2006,536093,0.5693,4,8,2
"190",305,"Göttingen",2007,536093,0.583549,4,8,2
"191",305,"Göttingen",2008,536093,0.595647,4,8,2
"192",305,"Göttingen",2009,536093,0.620935,4,8,2
"193",305,"Göttingen",2010,536093,0.626825,4,8,2
"194",305,"Göttingen",2011,536093,0.622204,4,8,2
"195",305,"Göttingen",2012,536093,0.609914,4,8,2
"196",305,"Göttingen",2013,536093,0.611127,4,8,2
"197",305,"Göttingen",2014,536093,0.599582,4,8,2
"198",305,"Göttingen",2015,536093,0.605252,4,8,2
"199",306,"Hamburg-Umland-Süd",1998,611429,0.307661,3,5,2
"200",306,"Hamburg-Umland-Süd",1999,611429,0.309494,3,5,2
"201",306,"Hamburg-Umland-Süd",2000,611429,0.247557,2,4,2
"202",306,"Hamburg-Umland-Süd",2001,611429,0.29744,3,5,2
"203",306,"Hamburg-Umland-Süd",2002,611429,0.27836,3,5,2
"204",306,"Hamburg-Umland-Süd",2003,611429,0.275882,3,5,2
"205",306,"Hamburg-Umland-Süd",2004,611429,0.279262,3,5,2
"206",306,"Hamburg-Umland-Süd",2005,611429,0.281643,2,4,2
"207",306,"Hamburg-Umland-Süd",2006,611429,0.305594,3,5,2
"208",306,"Hamburg-Umland-Süd",2007,611429,0.311991,3,5,2
"209",306,"Hamburg-Umland-Süd",2008,611429,0.322612,2,4,2
"210",306,"Hamburg-Umland-Süd",2009,611429,0.302343,2,4,2
"211",306,"Hamburg-Umland-Süd",2010,611429,0.346538,2,4,2
"212",306,"Hamburg-Umland-Süd",2011,611429,0.327872,2,4,2
"213",306,"Hamburg-Umland-Süd",2012,611429,0.319835,2,4,2
"214",306,"Hamburg-Umland-Süd",2013,611429,0.325964,2,4,2
"215",306,"Hamburg-Umland-Süd",2014,611429,0.315151,2,4,2
"216",306,"Hamburg-Umland-Süd",2015,611429,0.290117,2,4,2
"217",307,"Hannover",1998,1421319,0.413943,3,6,2
"218",307,"Hannover",1999,1421319,0.428281,3,6,2
"219",307,"Hannover",2000,1421319,0.396623,3,6,2
"220",307,"Hannover",2001,1421319,0.41329,3,6,2
"221",307,"Hannover",2002,1421319,0.413759,3,6,2
"222",307,"Hannover",2003,1421319,0.39547,3,6,2
"223",307,"Hannover",2004,1421319,0.420765,3,6,2
"224",307,"Hannover",2005,1421319,0.485622,4,7,2
"225",307,"Hannover",2006,1421319,0.500713,4,7,2
"226",307,"Hannover",2007,1421319,0.505259,4,7,2
"227",307,"Hannover",2008,1421319,0.518398,4,7,2
"228",307,"Hannover",2009,1421319,0.536484,4,7,2
"229",307,"Hannover",2010,1421319,0.569514,4,7,2
"230",307,"Hannover",2011,1421319,0.568382,4,7,2
"231",307,"Hannover",2012,1421319,0.559861,4,7,2
"232",307,"Hannover",2013,1421319,0.564367,4,7,2
"233",307,"Hannover",2014,1421319,0.573246,4,7,2
"234",307,"Hannover",2015,1421319,0.577596,4,7,2
"235",308,"Hildesheim",1998,425336,0.448092,4,7,2
"236",308,"Hildesheim",1999,425336,0.466958,4,7,2
"237",308,"Hildesheim",2000,425336,0.392491,3,6,2
"238",308,"Hildesheim",2001,425336,0.431079,3,6,2
"239",308,"Hildesheim",2002,425336,0.423544,3,6,2
"240",308,"Hildesheim",2003,425336,0.397961,3,6,2
"241",308,"Hildesheim",2004,425336,0.426581,4,7,2
"242",308,"Hildesheim",2005,425336,0.460027,3,6,2
"243",308,"Hildesheim",2006,425336,0.475643,4,7,2
"244",308,"Hildesheim",2007,425336,0.491277,4,7,2
"245",308,"Hildesheim",2008,425336,0.498932,4,7,2
"246",308,"Hildesheim",2009,425336,0.508383,4,7,2
"247",308,"Hildesheim",2010,425336,0.551148,4,7,2
"248",308,"Hildesheim",2011,425336,0.564093,4,7,2
"249",308,"Hildesheim",2012,425336,0.555636,4,7,2
"250",308,"Hildesheim",2013,425336,0.543392,4,7,2
"251",308,"Hildesheim",2014,425336,0.565257,4,7,2
"252",308,"Hildesheim",2015,425336,0.5491,4,7,2
"253",309,"Lüneburg",1998,323978,0.527516,4,8,2
"254",309,"Lüneburg",1999,323978,0.576512,4,8,2
"255",309,"Lüneburg",2000,323978,0.536506,4,8,2
"256",309,"Lüneburg",2001,323978,0.563949,4,8,2
"257",309,"Lüneburg",2002,323978,0.573799,4,8,2
"258",309,"Lüneburg",2003,323978,0.551455,4,8,2
"259",309,"Lüneburg",2004,323978,0.572213,4,8,2
"260",309,"Lüneburg",2005,323978,0.581958,4,8,2
"261",309,"Lüneburg",2006,323978,0.586242,4,8,2
"262",309,"Lüneburg",2007,323978,0.589152,4,8,2
"263",309,"Lüneburg",2008,323978,0.594412,4,8,2
"264",309,"Lüneburg",2009,323978,0.632105,4,8,2
"265",309,"Lüneburg",2010,323978,0.62258,4,8,2
"266",309,"Lüneburg",2011,323978,0.654497,4,8,2
"267",309,"Lüneburg",2012,323978,0.627991,4,8,2
"268",309,"Lüneburg",2013,323978,0.632747,4,8,2
"269",309,"Lüneburg",2014,323978,0.629026,4,8,2
"270",309,"Lüneburg",2015,323978,0.62842,4,8,2
"271",310,"Oldenburg",1998,578607,0.438196,4,7,2
"272",310,"Oldenburg",1999,578607,0.468556,4,7,2
"273",310,"Oldenburg",2000,578607,0.418896,4,7,2
"274",310,"Oldenburg",2001,578607,0.467314,4,7,2
"275",310,"Oldenburg",2002,578607,0.456986,4,7,2
"276",310,"Oldenburg",2003,578607,0.423881,4,7,2
"277",310,"Oldenburg",2004,578607,0.445705,4,7,2
"278",310,"Oldenburg",2005,578607,0.475657,4,7,2
"279",310,"Oldenburg",2006,578607,0.469816,3,6,2
"280",310,"Oldenburg",2007,578607,0.484824,4,7,2
"281",310,"Oldenburg",2008,578607,0.485409,3,6,2
"282",310,"Oldenburg",2009,578607,0.493676,3,6,2
"283",310,"Oldenburg",2010,578607,0.497868,3,6,2
"284",310,"Oldenburg",2011,578607,0.511806,4,7,2
"285",310,"Oldenburg",2012,578607,0.477124,3,6,2
"286",310,"Oldenburg",2013,578607,0.477703,3,6,2
"287",310,"Oldenburg",2014,578607,0.47946,3,6,2
"288",310,"Oldenburg",2015,578607,0.466125,3,6,2
"289",311,"Osnabrück",1998,658348,0.331692,3,5,2
"290",311,"Osnabrück",1999,658348,0.364321,3,6,2
"291",311,"Osnabrück",2000,658348,0.327233,3,6,2
"292",311,"Osnabrück",2001,658348,0.350825,3,6,2
"293",311,"Osnabrück",2002,658348,0.32203,3,5,2
"294",311,"Osnabrück",2003,658348,0.288564,3,5,2
"295",311,"Osnabrück",2004,658348,0.314573,3,6,2
"296",311,"Osnabrück",2005,658348,0.32925,3,5,2
"297",311,"Osnabrück",2006,658348,0.321497,3,5,2
"298",311,"Osnabrück",2007,658348,0.330457,3,5,2
"299",311,"Osnabrück",2008,658348,0.362063,3,5,2
"300",311,"Osnabrück",2009,658348,0.358505,3,5,2
"301",311,"Osnabrück",2010,658348,0.397461,3,5,2
"302",311,"Osnabrück",2011,658348,0.377148,3,5,2
"303",311,"Osnabrück",2012,658348,0.338104,2,4,2
"304",311,"Osnabrück",2013,658348,0.36624,2,4,2
"305",311,"Osnabrück",2014,658348,0.372043,3,5,2
"306",311,"Osnabrück",2015,658348,0.356185,2,4,2
"307",312,"Ost-Friesland",1998,638509,0.595856,4,8,2
"308",312,"Ost-Friesland",1999,638509,0.578829,4,8,2
"309",312,"Ost-Friesland",2000,638509,0.578843,4,8,2
"310",312,"Ost-Friesland",2001,638509,0.615352,4,8,2
"311",312,"Ost-Friesland",2002,638509,0.587279,4,8,2
"312",312,"Ost-Friesland",2003,638509,0.561005,4,8,2
"313",312,"Ost-Friesland",2004,638509,0.593203,4,8,2
"314",312,"Ost-Friesland",2005,638509,0.612075,4,8,2
"315",312,"Ost-Friesland",2006,638509,0.601907,4,8,2
"316",312,"Ost-Friesland",2007,638509,0.629085,4,8,2
"317",312,"Ost-Friesland",2008,638509,0.628622,4,8,2
"318",312,"Ost-Friesland",2009,638509,0.62754,4,8,2
"319",312,"Ost-Friesland",2010,638509,0.654318,4,8,2
"320",312,"Ost-Friesland",2011,638509,0.66209,4,8,2
"321",312,"Ost-Friesland",2012,638509,0.615741,4,8,2
"322",312,"Ost-Friesland",2013,638509,0.619979,4,8,2
"323",312,"Ost-Friesland",2014,638509,0.622957,4,8,2
"324",312,"Ost-Friesland",2015,638509,0.605205,4,8,2
"325",313,"Südheide",1998,318235,0.448855,4,7,2
"326",313,"Südheide",1999,318235,0.454379,4,7,2
"327",313,"Südheide",2000,318235,0.441265,4,7,2
"328",313,"Südheide",2001,318235,0.471355,4,7,2
"329",313,"Südheide",2002,318235,0.452902,4,7,2
"330",313,"Südheide",2003,318235,0.439269,4,7,2
"331",313,"Südheide",2004,318235,0.450219,4,7,2
"332",313,"Südheide",2005,318235,0.498322,4,7,2
"333",313,"Südheide",2006,318235,0.512625,4,7,2
"334",313,"Südheide",2007,318235,0.51179,4,7,2
"335",313,"Südheide",2008,318235,0.551512,4,7,2
"336",313,"Südheide",2009,318235,0.512394,4,7,2
"337",313,"Südheide",2010,318235,0.501744,4,7,2
"338",313,"Südheide",2011,318235,0.536095,4,7,2
"339",313,"Südheide",2012,318235,0.505695,4,7,2
"340",313,"Südheide",2013,318235,0.491761,3,6,2
"341",313,"Südheide",2014,318235,0.51264,4,7,2
"342",313,"Südheide",2015,318235,0.503921,3,6,2
"343",401,"Bremen",1998,557464,0.528166,4,8,2
"344",401,"Bremen",1999,557464,0.567038,4,8,2
"345",401,"Bremen",2000,557464,0.53616,4,8,2
"346",401,"Bremen",2001,557464,0.540252,4,8,2
"347",401,"Bremen",2002,557464,0.550627,4,8,2
"348",401,"Bremen",2003,557464,0.538106,4,8,2
"349",401,"Bremen",2004,557464,0.521769,4,8,2
"350",401,"Bremen",2005,557464,0.601297,4,8,2
"351",401,"Bremen",2006,557464,0.635001,4,8,2
"352",401,"Bremen",2007,557464,0.622225,4,8,2
"353",401,"Bremen",2008,557464,0.600801,4,8,2
"354",401,"Bremen",2009,557464,0.706441,4,8,2
"355",401,"Bremen",2010,557464,0.747153,4,8,2
"356",401,"Bremen",2011,557464,0.727542,4,8,2
"357",401,"Bremen",2012,557464,0.757137,4,8,2
"358",401,"Bremen",2013,557464,0.72685,4,8,2
"359",401,"Bremen",2014,557464,0.728576,4,8,2
"360",401,"Bremen",2015,557464,0.746641,5,9,3
"361",501,"Aachen",1998,1260442,0.474835,4,7,2
"362",501,"Aachen",1999,1260442,0.493718,4,7,2
"363",501,"Aachen",2000,1260442,0.457867,4,7,2
"364",501,"Aachen",2001,1260442,0.467704,4,7,2
"365",501,"Aachen",2002,1260442,0.460392,4,7,2
"366",501,"Aachen",2003,1260442,0.462268,4,7,2
"367",501,"Aachen",2004,1260442,0.45719,4,7,2
"368",501,"Aachen",2005,1260442,0.520752,4,7,2
"369",501,"Aachen",2006,1260442,0.550701,4,7,2
"370",501,"Aachen",2007,1260442,0.55729,4,8,2
"371",501,"Aachen",2008,1260442,0.581688,4,8,2
"372",501,"Aachen",2009,1260442,0.579322,4,8,2
"373",501,"Aachen",2010,1260442,0.597015,4,8,2
"374",501,"Aachen",2011,1260442,0.597577,4,8,2
"375",501,"Aachen",2012,1260442,0.602221,4,8,2
"376",501,"Aachen",2013,1260442,0.640787,4,8,2
"377",501,"Aachen",2014,1260442,0.619474,4,8,2
"378",501,"Aachen",2015,1260442,0.620248,4,8,2
"379",502,"Arnsberg",1998,566757,0.325178,3,5,2
"380",502,"Arnsberg",1999,566757,0.328581,3,5,2
"381",502,"Arnsberg",2000,566757,0.322135,3,5,2
"382",502,"Arnsberg",2001,566757,0.340845,3,5,2
"383",502,"Arnsberg",2002,566757,0.326599,3,5,2
"384",502,"Arnsberg",2003,566757,0.318937,3,6,2
"385",502,"Arnsberg",2004,566757,0.301418,3,5,2
"386",502,"Arnsberg",2005,566757,0.325215,3,5,2
"387",502,"Arnsberg",2006,566757,0.352976,3,5,2
"388",502,"Arnsberg",2007,566757,0.333191,3,5,2
"389",502,"Arnsberg",2008,566757,0.326216,3,5,2
"390",502,"Arnsberg",2009,566757,0.342536,3,5,2
"391",502,"Arnsberg",2010,566757,0.360651,3,5,2
"392",502,"Arnsberg",2011,566757,0.350083,2,4,2
"393",502,"Arnsberg",2012,566757,0.362577,2,4,2
"394",502,"Arnsberg",2013,566757,0.365645,2,4,2
"395",502,"Arnsberg",2014,566757,0.35156,2,4,2
"396",502,"Arnsberg",2015,566757,0.357436,3,5,2
"397",503,"Bielefeld",1998,1609654,0.277916,3,5,2
"398",503,"Bielefeld",1999,1609654,0.291123,3,5,2
"399",503,"Bielefeld",2000,1609654,0.256539,3,5,2
"400",503,"Bielefeld",2001,1609654,0.259037,2,4,2
"401",503,"Bielefeld",2002,1609654,0.267952,3,5,2
"402",503,"Bielefeld",2003,1609654,0.2708,3,5,2
"403",503,"Bielefeld",2004,1609654,0.246337,2,4,2
"404",503,"Bielefeld",2005,1609654,0.29051,2,4,2
"405",503,"Bielefeld",2006,1609654,0.31009,3,5,2
"406",503,"Bielefeld",2007,1609654,0.304857,2,4,2
"407",503,"Bielefeld",2008,1609654,0.314254,2,4,2
"408",503,"Bielefeld",2009,1609654,0.319922,3,5,2
"409",503,"Bielefeld",2010,1609654,0.343719,2,4,2
"410",503,"Bielefeld",2011,1609654,0.349146,2,4,2
"411",503,"Bielefeld",2012,1609654,0.365868,3,5,2
"412",503,"Bielefeld",2013,1609654,0.373098,3,5,2
"413",503,"Bielefeld",2014,1609654,0.358281,2,4,2
"414",503,"Bielefeld",2015,1609654,0.353356,2,4,2
"415",504,"Bochum/Hagen",1998,1451762,0.343588,3,6,2
"416",504,"Bochum/Hagen",1999,1451762,0.363867,3,6,2
"417",504,"Bochum/Hagen",2000,1451762,0.340248,3,6,2
"418",504,"Bochum/Hagen",2001,1451762,0.335167,3,5,2
"419",504,"Bochum/Hagen",2002,1451762,0.319547,3,5,2
"420",504,"Bochum/Hagen",2003,1451762,0.311998,3,5,2
"421",504,"Bochum/Hagen",2004,1451762,0.266724,3,5,2
"422",504,"Bochum/Hagen",2005,1451762,0.326934,3,5,2
"423",504,"Bochum/Hagen",2006,1451762,0.357451,3,5,2
"424",504,"Bochum/Hagen",2007,1451762,0.362797,3,5,2
"425",504,"Bochum/Hagen",2008,1451762,0.365242,3,5,2
"426",504,"Bochum/Hagen",2009,1451762,0.3967,3,5,2
"427",504,"Bochum/Hagen",2010,1451762,0.436309,3,6,2
"428",504,"Bochum/Hagen",2011,1451762,0.421982,3,6,2
"429",504,"Bochum/Hagen",2012,1451762,0.430146,3,5,2
"430",504,"Bochum/Hagen",2013,1451762,0.469163,3,6,2
"431",504,"Bochum/Hagen",2014,1451762,0.447196,3,5,2
"432",504,"Bochum/Hagen",2015,1451762,0.463308,3,6,2
"433",505,"Bonn",1998,915022,0.327667,3,5,2
"434",505,"Bonn",1999,915022,0.343975,3,5,2
"435",505,"Bonn",2000,915022,0.297335,3,5,2
"436",505,"Bonn",2001,915022,0.336438,3,5,2
