"","Raumordnungsregion Nr","Raumordnungsregion","Jahr","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1703",1603,"Ostthüringen",2008,677409,0.852654,5,9,3
"1704",1603,"Ostthüringen",2009,677409,0.861478,5,9,3
"1705",1603,"Ostthüringen",2010,677409,0.844753,5,9,3
"1706",1603,"Ostthüringen",2011,677409,0.816177,5,9,3
"1707",1603,"Ostthüringen",2012,677409,0.850263,5,9,3
"1708",1603,"Ostthüringen",2013,677409,0.831794,5,9,3
"1709",1603,"Ostthüringen",2014,677409,0.821602,5,9,3
"1710",1603,"Ostthüringen",2015,677409,0.814498,5,9,3
"1711",1604,"Südthüringen",1998,450815,0.641157,4,8,2
"1712",1604,"Südthüringen",1999,450815,0.642891,4,8,2
"1713",1604,"Südthüringen",2000,450815,0.667542,4,8,2
"1714",1604,"Südthüringen",2001,450815,0.697602,4,8,2
"1715",1604,"Südthüringen",2002,450815,0.69068,4,8,2
"1716",1604,"Südthüringen",2003,450815,0.685045,4,8,2
"1717",1604,"Südthüringen",2004,450815,0.670842,4,8,2
"1718",1604,"Südthüringen",2005,450815,0.69735,4,8,2
"1719",1604,"Südthüringen",2006,450815,0.697364,4,8,2
"1720",1604,"Südthüringen",2007,450815,0.678217,4,8,2
"1721",1604,"Südthüringen",2008,450815,0.663238,4,8,2
"1722",1604,"Südthüringen",2009,450815,0.686672,4,8,2
"1723",1604,"Südthüringen",2010,450815,0.649297,4,8,2
"1724",1604,"Südthüringen",2011,450815,0.609641,4,8,2
"1725",1604,"Südthüringen",2012,450815,0.631484,4,8,2
"1726",1604,"Südthüringen",2013,450815,0.599986,4,7,2
"1727",1604,"Südthüringen",2014,450815,0.59124,4,7,2
"1728",1604,"Südthüringen",2015,450815,0.583649,4,7,2
